Gene Name,GenBank Gene ID,Drug IDs
HDAC6,AF132609,DB05015; DB06603
HDAC7,BC020505,DB05015; DB06603
HDAC8,AF230097,DB05015; DB06603
HDAC9,AY032737,DB05015; DB06603
GABRA1,X13584,DB00186; DB00231; DB00334; DB00349; DB00404; DB00475; DB00555; DB00628; DB00683; DB00690; DB00801; DB00829; DB00842; DB00897; DB01068; DB01215; DB01544; DB01558; DB01559; DB01587; DB01588; DB01589; DB01595; DB12404; DB12537; DB13872
GABRA2,S62907,DB00186; DB00231; DB00334; DB00349; DB00404; DB00475; DB00555; DB00628; DB00683; DB00690; DB00801; DB00829; DB00842; DB00897; DB01068; DB01215; DB01544; DB01558; DB01559; DB01587; DB01588; DB01589; DB01595; DB12404; DB12537; DB13872
GABRA3,S62908,DB00186; DB00231; DB00334; DB00349; DB00404; DB00475; DB00555; DB00628; DB00683; DB00690; DB00801; DB00829; DB00842; DB00897; DB01068; DB01215; DB01544; DB01558; DB01559; DB01587; DB01588; DB01589; DB01595; DB12404; DB12537; DB13872
GABRA5,L08485,DB00186; DB00231; DB00334; DB00349; DB00404; DB00475; DB00555; DB00628; DB00683; DB00690; DB00801; DB00829; DB00842; DB00897; DB01068; DB01215; DB01544; DB01558; DB01559; DB01587; DB01588; DB01589; DB01595; DB12404; DB12537; DB13872
GABRG1,AK122845,DB00186; DB00231; DB00334; DB00349; DB00404; DB00475; DB00555; DB00628; DB00683; DB00690; DB00801; DB00829; DB00842; DB00897; DB01068; DB01215; DB01544; DB01558; DB01559; DB01587; DB01588; DB01589; DB01595; DB12404; DB12537; DB13872
GABRG2,X15376,DB00186; DB00231; DB00334; DB00349; DB00404; DB00475; DB00555; DB00628; DB00683; DB00690; DB00801; DB00829; DB00842; DB00897; DB01068; DB01215; DB01544; DB01558; DB01559; DB01587; DB01588; DB01589; DB01595; DB12404; DB12537; DB13872
GABRG3,S82769,DB00186; DB00231; DB00334; DB00349; DB00404; DB00475; DB00555; DB00628; DB00683; DB00690; DB00801; DB00829; DB00842; DB00897; DB01068; DB01215; DB01544; DB01558; DB01559; DB01587; DB01588; DB01589; DB01595; DB12404; DB12537; DB13872
ABCC8,L78243,DB00839; DB01016
KCNJ11,D50582,DB00839; DB01016
toxB,,DB13140
SLC11A2,,DB15598
MTF1,,DB12965
MT1HL1,,DB12965
MT1A,,DB12965
MT1B,,DB12965
MT1E,,DB12965
MT1F,,DB12965
MT1G,,DB12965
MT1H,,DB12965
MT1L,,DB12965
MT1M,,DB12965
MT1X,,DB12965
MT2A,,DB12965
MT3,,DB12965
MT4,,DB12965
MT1DP,,DB12965
TESMIN,,DB12965
CIB1,,DB11093; DB11348; DB14481
SRI,,DB11093; DB11348; DB14481
CHP1,,DB11093; DB11348; DB14481
FBN2,,DB11093; DB11348; DB14481
CASQ2,,DB11093; DB11348; DB14481
PEF1,,DB11093; DB11348; DB14481
TPT1,,DB11093; DB11348; DB14481
CIB2,,DB11093; DB11348; DB14481
CASQ1,,DB11093; DB11348; DB13800; DB14481
NUCB1,,DB11093; DB11348; DB14481
NUCB2,,DB11093; DB11348; DB14481
FBN3,,DB11093; DB11348; DB14481
GCA,,DB11093; DB11348; DB14481
CADPS,,DB11093; DB11348; DB14481
CALM2,,DB11093; DB11348; DB14481
CALM3,,DB11093; DB11348; DB14481
S100A16,,DB11093; DB11348; DB14481
CALB2,,DB11093; DB11348; DB13800; DB14481
CAPS,,DB11093; DB11348; DB14481
CADPS2,,DB11093; DB11348; DB14481
CALR3,,DB11093; DB11348; DB14481
CACNA1C,M92270,DB00252; DB00653; DB00825; DB09089; DB09236; DB09238; DB13746
CACNA1D,M76558,DB00252; DB00653; DB00825; DB09089; DB09236; DB09238; DB13746
CACNA1F,AJ006216,DB00252; DB00653; DB00825; DB09089; DB09236; DB09238; DB13746
CACNA1S,U30707,DB00252; DB00653; DB00825; DB09089; DB09236; DB09238; DB13746
CACNB1,M92303,DB00252; DB00653; DB00825; DB09089; DB09236; DB09238; DB13746
CACNB2,S60415,DB00252; DB00653; DB00825; DB09089; DB09236; DB09238; DB13746
CACNB3,X76555,DB00252; DB00653; DB00825; DB09089; DB09236; DB09238; DB13746
CACNB4,U95020,DB00252; DB00653; DB00825; DB09089; DB09236; DB09238; DB13746
CACNA1A,AF004884,DB00252; DB00653; DB00825; DB09089; DB09236; DB09238; DB13746
CACNA1G,AF134986,DB01115; DB09089; DB09238; DB13746
CACNA1H,AF051946,DB01115; DB09089; DB09238; DB13746
CACNA1I,AF129133,DB01115; DB09089; DB09238; DB13746
CACNA1A,AF004884,DB13746
CACNA1E,,DB00273
DGAT2,,DB09568; DB13961
TFRC,,DB01592; DB13949; DB14488; DB14489; DB14490; DB14491; DB14501; DB14520
APOC2,,DB09130
APOC3,,DB09130; DB15067
MPG,,DB00515; DB01593; DB14487; DB14533; DB14548
S100A8,,DB01593; DB09130; DB14487; DB14533; DB14548
HSPD1,,DB09130
HSPA13,,DB09130
Lyar,,DB09130
RPS2,,DB09130
HNRNPA2B1,,DB09130
HNRNPH1,,DB09130
HNRNPH3,,DB09130
cbiD,,DB09130
HNRNPL,,DB09130
SFPQ,,DB09130
SF3A2,,DB09130
RACK1,,DB09130
ACTN1,,DB06773; DB09130
ANXA4,,DB00591; DB09130
STIP1,,DB09130
EEF1A1L14,,DB09130
EIF6,,DB09130
EIF4A1,,DB09130
YWHAB,,DB09130
HDGF,,DB09130
PSME1,,DB09130
PGAM1,,DB09130
RANBP1,,DB09130
AFM,,DB09130
PDIA3,,DB01593; DB09130; DB14487; DB14533; DB14548
TFF1,,DB00481
SERPINB9,,DB00481
KLK3,,DB00834; DB04839; DB16019
F2RL3,,DB11300
HOXA10,,DB00136
PRNP,,DB09130
AHSP,,DB01592; DB14488; DB14489; DB14490; DB14491; DB14501
FXN,,DB01592; DB14488; DB14489; DB14490; DB14491; DB14501
CSTB,,DB09131
S100A9,,DB01593; DB14487; DB14533; DB14548
TP73,,DB01593; DB14487; DB14533; DB14548
HTT,,DB09130
PSG5,,DB00523
CMTR1,,DB00118
NR4A3,,DB01254
L1CAM,,DB00898
MARCO,,DB09536; DB11132
CPNE1,,DB00277
HM13,,DB00277
NOMO1,,DB00277
RIC3,,DB00277
TTLL3,,DB00277
PHB2,,DB06774
RCAN1,,DB00975
CALCRL,,DB12457; DB14039; DB15328
LEF1,,DB00903
CDKN1A,,DB01169
FEN1,,DB01592; DB14488; DB14489; DB14490; DB14491; DB14501
MT-ATP6,,DB00783; DB13952; DB13953; DB13954; DB13955; DB13956
BECN1,,DB00783; DB13952; DB13953; DB13954; DB13955; DB13956
TAS2R16,,DB01032
CYP26C1,,DB00523; DB00755
CYP26B1,,DB00755
PCNA,,DB00279; DB00945
TAC3,,DB09130
A1BG,,DB01593; DB09130; DB14487
AHSG,,DB01593; DB09130; DB14487; DB14533; DB14548
APOA4,,DB01593; DB09130; DB14487
C4BPA,,DB01593; DB09130; DB14487; DB14533; DB14548
C8B,,DB01593; DB09130; DB14487
C9,,DB09130
CFH,,DB01593; DB09130; DB14487; DB14533; DB14548
CFI,,DB01593; DB09130; DB14487
CLU,,DB01593; DB09130; DB14487; DB14533; DB14548
CBX5,,DB09130
HPR,,DB01593; DB09130; DB14487
IGFALS,,DB01593; DB09130; DB14487; DB14533; DB14548
IGLL1,,DB09130
ITIH2,,DB01593; DB09130; DB14487; DB14533; DB14548
KRT1,,DB01593; DB09130; DB14487
KRT10,,DB01593; DB09130; DB14487
KRT2,,DB01593; DB09130; DB11157; DB14487
KRT9,,DB01593; DB09130; DB14487; DB14533; DB14548
LRG1,,DB09130
LUM,,DB09130
SERPINA4,,DB01593; DB09130; DB14487
SERPINF1,,DB09130
APOL1,,DB01593; DB14487; DB14533; DB14548
C4BPB,,DB01593; DB14487; DB14533; DB14548
BRCC3,,DB01593; DB14487; DB14533; DB14548
C8A,,DB01593; DB14487
DCD,,DB01593; DB14487; DB14533; DB14548
DSP,,DB01593; DB14487
F13B,,DB01593; DB09310; DB11300; DB11571; DB14487
FCN3,,DB01593; DB14487
HRNR,,DB01593; DB14487
IGKV1-17,,DB01593; DB14487
IGLV3-21,,DB01593; DB14487
ITIH1,,DB01593; DB14487; DB14533; DB14548
ITIH3,,DB01593; DB14487; DB14533; DB14548
ITIH4,,DB01593; DB14487; DB14533; DB14548
JCHAIN,,DB01593; DB14487; DB14533; DB14548
JUP,,DB01593; DB14487
KRT14,,DB01593; DB14487
KRT16,,DB01593; DB14487
KRT5,,DB01593; DB14487
KRT6A,,DB01593; DB14487
PZP,,DB01593; DB14487; DB14533; DB14548
SERPINA3,,DB01593; DB14487; DB14533; DB14548
APLP1,,DB01593; DB09130; DB14487; DB14533; DB14548
APLP2,,DB01593; DB14487; DB14533; DB14548
SFRP4,,DB00606; DB00790
CLEC4E,,DB04540
fabI,,DB08604
pbpC,,DB00485
SRSF1,,DB09130
HLA-B,L38504,DB01048
SMN2,,DB13161
Hrh1,,DB11160
TRM2,,DB12070
TRM1,,DB12070
TRM3,,DB12070
RPE65,,DB13932
GPR12,,DB09061
AANAT,,DB09061
NAAA,,DB09061
TRPV2,,DB09061
TRPV4,,DB09061; DB11148
BMPR1A,,DB11639
SSTR4,,DB09099; DB13985
NOD2,,DB13615
BMPR2,,DB11639; DB12010
UL122,,DB06759
UL122,,DB06759
DIO3,,DB09333
MRC1,,DB09266
FGF23,,DB14012
SLC5A5,,DB05382; DB09418
DNApol,,DB03312; DB13421
CACNA1B,,DB00381; DB00996
CACNA1B,M94172,DB00381; DB00996
,,DB13898
botD,,DB13902
,,DB13897
botF,,DB13901
botG,,DB13899
fox-7,,DB12107
,,DB13746
ELOVL5,,DB00132
DRD1,X55760,DB01049; DB11275; DB13345
DRD5,X58454,DB01049; DB11275; DB13345
DRD2,M30625,DB01049; DB11275; DB13345
DRD3,U32499,DB01049; DB11275; DB13345
DRD4,L12398,DB01049; DB11275; DB13345
CPK1,,DB12010
RPS6KA6,,DB12010
COQ8A,,DB12010
NIM1K,,DB12010
STK24,,DB12010
STK3,,DB12010
TEC,,DB12010; DB15035
STK33,,DB12010
STK35,,DB12010
STK36,,DB12010
STK38,,DB12010
STK38L,,DB12010
STK39,,DB12010
TAOK1,,DB12010
TAOK3,,DB12010
TBK1,,DB12010
TESK1,,DB12010
TIE1,,DB12010
TLK1,,DB12010
TLK2,,DB12010
TNIK,,DB12010
TNK1,,DB12010
TNNI3K,,DB12010
TSSK1B,,DB12010
TXK,,DB12010; DB15035
TYRO3,,DB12010
ULK1,,DB12010
ULK2,,DB12010
ULK3,,DB12010
MAP3K19,,DB12010
AAK1,,DB12010
COQ8B,,DB12010
ANKK1,,DB12010
AXL,,DB12010; DB12141
BLK,,DB12010; DB15035
BMP2K,,DB12010
BMPR1B,,DB12010
BMX,,DB12010; DB15035
CAMK1,,DB12010
CAMKK1,,DB12010
CAMKK2,,DB12010
CSN3,,DB12010
CDC42BPG,,DB12010
CDKL1,,DB12010
CDKL2,,DB12010
CIT,,DB12010
CLK2,,DB12010
CLK4,,DB12010
CSNK1A1,,DB12010
DAPK2,,DB12010
DCLK1,,DB12010
DCLK2,,DB12010
DCLK3,,DB12010
DYRK1B,,DB12010
EIF2AK1,,DB12010
EIF2AK2,,DB12010
EIF2AK4,,DB12010
EPHA1,,DB12010
EPHA3,,DB12010
EPHA4,,DB12010
EPHA6,,DB12010
EPHA8,,DB12010
EPHB1,,DB12010
EPHB6,,DB12010
FER,,DB12010
FES,,DB12010
GAK,,DB12010
GSK3A,,DB12010
HIPK2,,DB12010
HIPK3,,DB12010
ICK,,DB12010
IKBKE,,DB12010
INSRR,,DB12010
IRAK1,,DB12010
IRAK3,,DB12010
SIK3,,DB12010
LATS1,,DB12010
LIMK2,,DB12010
LRRK2,,DB12010
LTK,,DB12010
MAP2K3,,DB12010
MAP2K5,,DB12010
MAP2K6,,DB12010
MAP3K10,,DB12010
MAP3K11,,DB12010
MAP3K12,,DB12010
MAP3K13,,DB12010
MAP3K15,,DB12010
MAP3K3,,DB12010
MAP3K4,,DB12010
MAP3K6,,DB12010
MAP4K1,,DB12010
MAP4K2,,DB12010
MAP4K3,,DB12010
MAP4K4,,DB12010
MAP4K5,,DB12010
MAPK15,,DB12010
MAPK4,,DB12010
MAPK7,,DB12010
MAPKAPK5,,DB12010
MARK1,,DB12010
MARK2,,DB12010
MARK3,,DB12010
MARK4,,DB12010
CLASP1,,DB12010
MAST1,,DB12010
MATK,,DB12010
MELK,,DB12010
MINK1,,DB12010
MKNK1,,DB12010
MKNK2,,DB12010
MST1R,,DB12010
MUSK,,DB12010
MYLK,,DB12010
MYLK3,,DB12010
MYLK4,,DB12010
MYO3A,,DB12010
NEK1,,DB12010
NEK3,,DB12010
NEK4,,DB12010
NEK5,,DB12010
NEK9,,DB12010
NTRK3,,DB11986; DB12010; DB14723; DB15822
NUAK1,,DB12010
NUAK2,,DB12010
OXSR1,,DB12010
PAK1,,DB12010
PAK2,,DB12010
PAK3,,DB12010
PAK4,,DB12010
PAK6,,DB12010
PAK5,,DB12010
CDK17,,DB12010
PHKG1,,DB12010
PI4KB,,DB12010
PIK3C2B,,DB12010
PIK3C2G,,DB12010
PIM3,,DB12010
PIP4K2B,,DB12010
PIP4K2C,,DB12010
PKMYT1,,DB12010
PKN1,,DB12010
PKN2,,DB12010
PLK2,,DB12010
PLK3,,DB12010
PLK4,,DB12010
PRKD1,,DB12010
PRKG2,,DB12010
PRPF4B,,DB12010
RIOK1,,DB12010
RIOK2,,DB12010
RIOK3,,DB12010
RIPK1,,DB12010
RIPK2,,DB12010
RIPK4,,DB12010
ROS1,,DB11986; DB12010
SBK1,,DB12010
SBK3,,DB12010
SGK3,,DB12010
SIK2,,DB12010
SNRK,,DB12010
SRMS,,DB12010
STK10,,DB12010
STK16,,DB12010
STK17A,,DB12010
STK32A,,DB12010
GAST,,DB12532
GluClX,,DB11431
rpsK,,DB12615
,,DB12020
EZH2,,DB12887
ARL2,,DB14731
HDAC10,AL512711,DB13346
HTR3B,,DB00898; DB00988
HTR3C,,DB00898
HTR3D,,DB00898
HTR3E,,DB00898
PRKCG,,DB12010
CACNA1E,,DB00555
KCNH2,U04270,DB00321; DB00590; DB01118
KCNH6,AF311913,DB00321; DB00590; DB01118
KCNH7,AF032897,DB00321; DB00590; DB01118
,,DB12245
,,DB12245
Cat-1,,DB12245
,,DB12245
,,DB12245
ENO,,DB12245
,,DB12245
ND3,,DB12245
KCNJ12,L36069,DB00243; DB01110; DB04855
KCNJ14,,DB00243; DB01110; DB04855
KCNJ2,,DB00243; DB01110; DB04855
KCNJ4,,DB00243; DB01110; DB04855
SOST,,DB11866
GLRA1,X52009,DB01043
GLRA2,X52008,DB01043
GLRA3,AF017724,DB01043
GLRA4,,DB01043
GLRB,U33267,DB01043
MAPK1,M84489,DB00945
MAPK15,,DB00945
MAPK3,X60188,DB00945
MAPK4,,DB00945
MAPK6,,DB00945
MAPK7,,DB00945
FGA,AF361104,DB00364
FGB,J00129,DB00364
FGG,M10014,DB00364
rt,,DB09299
,,DB09299
CD79B,,DB12240
,,DB01606
MC4R,,DB11653; DB11700
MC3R,,DB11653
MC5R,,DB11653
ADSSL1,AY037159,DB00128
ADSS,X66503,DB00128
XPO1,,DB11942
PDE4,,DB05676
CDH11,,DB00482
KCNJ2,,DB01136
lsr2,,DB05154
efpA,,DB05154
cydC,,DB05154
,,DB05154
cydA,,DB05154
cydB,,DB05154
rplV,,DB12825
tlyA,,DB00314; DB06827
PA,,DB13997
PGA5,,DB00364
SCN1A,AF225985,DB00273; DB00555; DB00564; DB01069; DB09085; DB09088; DB09342; DB09345; DB11186; DB13746
SCN10A,AF117907,DB00273; DB00555; DB00564; DB01069; DB09085; DB09088; DB09342; DB09345; DB11186; DB13746
SCN11A,AF188679,DB00273; DB00555; DB00564; DB01069; DB09085; DB09088; DB09342; DB09345; DB11186; DB13746
SCN2A,M94055,DB00273; DB00555; DB00564; DB01069; DB09085; DB09088; DB09342; DB09345; DB11186; DB13746
SCN3A,AJ251507,DB00273; DB00555; DB00564; DB01069; DB09085; DB09088; DB09342; DB09345; DB11186; DB13746
SCN4A,M81758,DB00273; DB00555; DB00564; DB01069; DB09085; DB09088; DB09342; DB09345; DB11186; DB13746
SCN5A,M77235,DB00273; DB00555; DB00564; DB01069; DB09085; DB09088; DB09342; DB09345; DB11186; DB13746
SCN7A,,DB00273; DB00555; DB00564; DB01069; DB09085; DB09088; DB09342; DB09345; DB11186; DB13746
SCN8A,AF050736,DB00273; DB00555; DB00564; DB01069; DB09085; DB09088; DB09342; DB09345; DB11186; DB13746
SCN9A,X82835,DB00273; DB00555; DB00564; DB01069; DB09085; DB09088; DB09342; DB09345; DB11186; DB13746
CACNA1C,M92270,DB00243; DB00273; DB01110; DB01118; DB13961
CACNA1D,M76558,DB00243; DB00273; DB01110; DB01118; DB13961
CACNA1F,AJ006216,DB00243; DB00273; DB01110; DB01118; DB13961
CACNA1S,U30707,DB00243; DB00273; DB01110; DB01118; DB13961
CACNB1,M92303,DB00243; DB00273; DB01110; DB01118; DB13961
CACNB2,S60415,DB00243; DB00273; DB01110; DB01118; DB13961
CACNB3,X76555,DB00243; DB00273; DB01110; DB01118; DB13961
CACNB4,U95020,DB00243; DB00273; DB01110; DB01118; DB13961
MMP25,,DB01039; DB13873
ASPG,,DB00721
fas,,DB00339; DB05154
MIR-1,,DB12107
blaSHV,,DB12107
KPC-2,,DB12107; DB12377
TRPM4,,DB01016
G,,DB11603
L,,DB11603
M,,DB11603
N,,DB11603
P,,DB11603
SLC9A3,,DB11761
CCR4,,DB12498
PDE1B,U56976,DB00201
PDE4D,L20970,DB00201
PDE3B,U38178,DB00201
PDE5A,AF043731,DB00201
GRIK1,L19058,DB00273
GRIK2,U16126,DB00273
GRIK3,U16127,DB00273
GRIK4,S67803,DB00273
GRIK5,S40369,DB00273
DMD,,DB15593
NECTIN4,,DB13007
THRA,X55074,DB01118
THRB,X04707,DB01118
PPARGC1B,,DB01118
LPAR4,,DB01069
LPAR6,,DB01069
P2RX1,,DB01069
P2RX2,,DB01069
P2RX3,,DB01069
P2RX4,,DB01069
P2RX5,,DB01069
P2RX6,,DB01069
P2RX7,,DB01069
P2RY1,,DB01069
P2RY11,,DB01069
P2RY12,AF313449,DB01069
P2RY13,,DB01069
P2RY14,,DB01069
P2RY2,U07225,DB01069
P2RY4,,DB01069
P2RY8,,DB01069
P2RY10,,DB01069
KCNA1,L02750,DB00228; DB01069; DB01110
KCNA10,,DB00228; DB01069; DB01110
KCNA2,,DB00228; DB01069; DB01110
KCNA3,,DB00228; DB01069; DB01110
KCNA4,,DB00228; DB01069; DB01110
KCNA5,,DB00228; DB01069; DB01110
KCNA6,,DB00228; DB01069; DB01110
KCNB1,,DB00228; DB01069; DB01110
KCNB2,,DB00228; DB01069; DB01110
KCNC1,,DB00228; DB01069; DB01110
KCNC2,,DB00228; DB01069; DB01110
KCNC3,,DB00228; DB01069; DB01110
KCNC4,AL137790,DB00228; DB01069; DB01110
KCND1,,DB00228; DB01069; DB01110
KCND2,AF121104,DB00228; DB01069; DB01110
KCND3,AF048712,DB00228; DB01069; DB01110
KCNE1,M26685,DB00228; DB01069; DB01110
KCNE2,,DB00228; DB01069; DB01110
KCNE3,,DB00228; DB01069; DB01110
KCNE4,,DB00228; DB01069; DB01110
KCNE5,,DB00228; DB01069; DB01110
KCNF1,,DB00228; DB01069; DB01110
KCNG1,,DB00228; DB01069; DB01110
KCNG2,,DB00228; DB01069; DB01110
KCNG3,,DB00228; DB01069; DB01110
KCNG4,,DB00228; DB01069; DB01110
KCNH1,,DB00228; DB01069; DB01110
KCNH2,U04270,DB00228; DB01069; DB01110
KCNH3,,DB00228; DB01069; DB01110
KCNH4,,DB00228; DB01069; DB01110
KCNH5,,DB00228; DB01069; DB01110
KCNH6,AF311913,DB00228; DB01069; DB01110
KCNH7,AF032897,DB00228; DB01069; DB01110
KCNH8,,DB00228; DB01069; DB01110
KCNQ1,AF000571,DB00228; DB01069; DB01110
KCNQ2,D82346,DB00228; DB01069; DB01110
KCNQ3,AF071491,DB00228; DB01069; DB01110
KCNQ4,AF105202,DB00228; DB01069; DB01110
KCNQ5,AF249278,DB00228; DB01069; DB01110
KCNS1,,DB00228; DB01069; DB01110
KCNS3,,DB00228; DB01069; DB01110
KCNV1,,DB00228; DB01069; DB01110
KCNV2,,DB00228; DB01069; DB01110
KCNAB1,,DB00228; DB01069; DB01110
KCNAB2,,DB00228; DB01069; DB01110
EZH1,,DB12887
rplA,,DB01190
PBP1,,DB01060
MAPK1,M84489,DB01017
MAPK10,U07620,DB01017
MAPK11,U53442,DB01017
MAPK12,X79483,DB01017
MAPK13,Y10488,DB01017
MAPK14,L35263,DB01017
MAPK15,,DB01017
MAPK3,X60188,DB01017
MAPK4,,DB01017
MAPK6,,DB01017
MAPK7,,DB01017
MAPK8,L26318,DB01017
MAPK9,L31951,DB01017
HTR3A,D49394,DB00246
HTR3B,,DB00246
HTR3C,,DB00246
HTR3D,,DB00246
HTR3E,,DB00246
L,,DB14761
PB1,,DB12466
ACLY,,DB11936
PTGDS,,DB00162
DNMT3A,,DB00721; DB01262
S1PR3,,DB08868
S1PR4,,DB08868
APOB,,DB14533; DB14548
HPX,,DB14533; DB14548
HRG,,DB14533; DB14548
HP,,DB14533; DB14548
APOBEC1,,DB14533; DB14548
SEMG2,,DB14533; DB14548
ERBB3,,DB11652
TACSTD2,,DB12893
CHRNA10,AJ278118,DB00237
CHRNA2,U62431,DB00237
CHRNA3,M86383,DB00237
CHRNA4,L35901,DB00237
CHRNA5,M83712,DB00237
CHRNA6,U62435,DB00237
CHRNA7,X70297,DB00237
CHRNA9,AJ243342,DB00237
CHRNB2,X53179,DB00237
CHRNB3,U62438,DB00237
CHRNB4,U62439,DB00237
DGKA,X62535,DB14001
DGKB,,DB14001
DGKD,AB078966,DB14001
DGKE,,DB14001
DGKH,,DB14001
DGKG,D26135,DB14001
DGKI,,DB14001
DGKK,,DB14001
DGKQ,,DB14001
DGKZ,,DB14001
ELOVL2,,DB00132
PTPN12,,DB01133
PTPN6,,DB01133
ATP6V0A1,,DB01133
ATP6V0A2,,DB01133
TCIRG1,,DB01133
ATP6V0A4,,DB01133
ATP6V0C,,DB01133
ATP6V0B,,DB01133
ATP6V1A,L09235,DB01133
ATP6V1B2,M60346,DB01133
ATP6V1B1,,DB01133
ATP6V1C1,,DB01133
ATP6V1C2,,DB01133
ATP6V1D,,DB01133
ATP6V0D1,,DB01133
ATP6V0D2,,DB01133
ATP6V0E1,,DB01133
ATP6V1E1,,DB01133
ATP6V1E2,,DB01133
ATP6V0E2,,DB01133
ATP6V1F,,DB01133
ATP6V1G1,,DB01133
ATP6V1G2,,DB01133
ATP6V1G3,,DB01133
ATP6V1H,,DB01133
ATP6AP1,,DB01133
pobA,X68438,DB02362
pobA,M23173,DB02362
PDE4A,L20965,DB01427
PDE4B,L20966,DB01427
PDE4C,Z46632,DB01427
PDE4D,L20970,DB01427
CA1,X05014,DB00562; DB00606
CA13,AK095314,DB00562; DB00606
CA14,AB025904,DB00562; DB00606
CA2,M77181,DB00562; DB00606
CA3,AK313254,DB00562; DB00606
CA4,M83670,DB00562; DB00606
CA5A,L19297,DB00562; DB00606
CA5B,AB021660,DB00562; DB00606
CA6,,DB00562; DB00606
CA7,AY075019,DB00562; DB00606
CA9,X66839,DB00562; DB00606
CCDC51,,DB01236
ITGAX,,DB00095
ATP2B1,,DB01159
ATP2B2,,DB01159
ATP2B3,,DB01159
ATP2B4,,DB01159
blaNDM-1,,DB04272
DHFR,,DB03904
SLC38A1,,DB00174
SLC38A2,,DB00174
SLC38A3,AF244548,DB00174
SLC38A4,,DB00174
TK,,DB03312
CASP9,,DB00282
C1QA,AF135157,DB00005
C1QB,X03084,DB00005
C1QC,AF087892,DB00005
GPX5,AJ005277,DB00143; DB03310
GPX1,Y00433,DB00143; DB03310
GPX2,X53463,DB00143; DB03310
GPX3,D00632,DB00143; DB03310
GPX6,AY324826,DB00143; DB03310
GPX7,AF320068,DB00143; DB03310
GPX4,X71973,DB00143; DB03310
GPX8,AK074216,DB00143; DB03310
GLB1,,DB04465
,,DB00674
ATP2C1,AF181120,DB01189
ATP2C2,,DB01189
ATP2B1,,DB01189
ATP2B2,,DB01189
ATP2B3,,DB01189
ATP2B4,,DB01189
ATP2A1,AK291314,DB01189
ATP2A2,M23114,DB01189
GSTA1,M15872,DB03310
GSTA2,M16594,DB03310
GSTM1,X08020,DB03310
GSTM2,M63509,DB03310
GSTM3,J05459,DB03310
GSTM4,M96234,DB03310
GSTM5,L02321,DB03310
GSTP1,M24485,DB03310
GSTT1,X79389,DB03310
GSTT2,,DB03310
GSTT2B,,DB03310
HPGDS,D82073,DB03310
DNMT3B,,DB01262
TNFRSF17,,DB15719
rep,,DB14761
rep,,DB14761
S,,DB15718
GP,,DB15898; DB15899; DB15900; DB16385
IGHG1,,DB15258
IGHG2,AL928742,DB15258
IGHG4,,DB15258
IGHG3,,DB15258
