"","Hugo.Symbol","Entrez.Gene.ID","GRCh37.Isoform","GRCh37.RefSeq","GRCh38.Isoform","GRCh38.RefSeq","X..of.occurrence.within.resources..Column.D.J.","OncoKB.Annotated","Is.Oncogene","Is.Tumor.Suppressor.Gene","MSK.IMPACT","MSK.HEME","FOUNDATION.ONE","FOUNDATION.ONE.HEME","Vogelstein","SANGER.CGC.05.30.2017.","Oncogene_TSG"
"1","ABL1",25,"ENST00000318560","NM_005157.4","ENST00000318560","NM_005157.4",7,"Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Oncogene"
"2","AKT1",207,"ENST00000349310","NM_001014431.1","ENST00000349310","NM_001014431.1",7,"Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Oncogene"
"3","ALK",238,"ENST00000389048","NM_004304.4","ENST00000389048","NM_004304.4",7,"Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Oncogene"
"4","AMER1",139285,"ENST00000330258","NM_152424.3","ENST00000374869","NM_152424.3",7,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","TSG"
"5","APC",324,"ENST00000257430","NM_000038.5","ENST00000257430","NM_000038.5",7,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","TSG"
"6","AR",367,"ENST00000374690","NM_000044.3","ENST00000374690","NM_000044.3",7,"Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Oncogene"
"7","ARID1A",8289,"ENST00000324856","NM_006015.4","ENST00000324856","NM_006015.4",7,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","TSG"
"8","ASXL1",171023,"ENST00000375687","NM_015338.5","ENST00000375687","NM_015338.5",7,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","TSG"
"9","ATM",472,"ENST00000278616","NM_000051.3","ENST00000278616","NM_000051.3",7,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","TSG"
"10","ATRX",546,"ENST00000373344","NM_000489.3","ENST00000373344","NM_000489.3",7,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","TSG"
"11","AXIN1",8312,"ENST00000262320","NM_003502.3","ENST00000262320","NM_003502.3",7,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","TSG"
"12","BAP1",8314,"ENST00000460680","NM_004656.3","ENST00000460680","NM_004656.3",7,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","TSG"
"13","BCL2",596,"ENST00000333681","NM_000633.2","ENST00000333681","NM_000633.2",7,"Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Oncogene"
"14","BCOR",54880,"ENST00000378444","NM_001123385.1","ENST00000378444","NM_001123385.1",7,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","TSG"
"15","BRAF",673,"ENST00000288602","NM_004333.4","ENST00000646891","NM_004333.4",7,"Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Oncogene"
"16","BRCA1",672,"ENST00000357654","NM_007294.3","ENST00000357654","NM_007294.3",7,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","TSG"
"17","BRCA2",675,"ENST00000380152","NM_000059.3","ENST00000380152","NM_000059.3",7,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","TSG"
"18","CARD11",84433,"ENST00000396946","NM_032415.4","ENST00000396946","NM_032415.4",7,"Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Oncogene"
"19","CBL",867,"ENST00000264033","NM_005188.3","ENST00000264033","NM_005188.3",7,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","TSG"
"20","CDC73",79577,"ENST00000367435","NM_024529.4","ENST00000367435","NM_024529.4",7,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","TSG"
"21","CDH1",999,"ENST00000261769","NM_004360.3","ENST00000261769","NM_004360.3",7,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","TSG"
"22","CDKN2A",1029,"ENST00000304494","NM_000077.4","ENST00000304494","NM_000077.4",7,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","TSG"
"23","CEBPA",1050,"ENST00000498907","NM_004364.3","ENST00000498907","NM_004364.3",7,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","TSG"
"24","CIC",23152,"ENST00000575354","NM_015125.3","ENST00000575354","NM_015125.3",7,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","TSG"
"25","CREBBP",1387,"ENST00000262367","NM_004380.2","ENST00000262367","NM_004380.2",7,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","TSG"
"26","CTNNB1",1499,"ENST00000349496","NM_001904.3","ENST00000349496","NM_001904.3",7,"Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Oncogene"
"27","DAXX",1616,"ENST00000374542","NM_001141970.1","ENST00000266000","NM_001141970.1",7,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","TSG"
"28","DNMT3A",1788,"ENST00000264709","NM_022552.4","ENST00000264709","NM_022552.4",7,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","TSG"
"29","EGFR",1956,"ENST00000275493","NM_005228.3","ENST00000275493","NM_005228.3",7,"Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Oncogene"
"30","EP300",2033,"ENST00000263253","NM_001429.3","ENST00000263253","NM_001429.3",7,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","TSG"
"31","ERBB2",2064,"ENST00000269571","NM_004448.2","ENST00000269571","NM_004448.2",7,"Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Oncogene"
"32","EZH2",2146,"ENST00000320356","NM_004456.4","ENST00000320356","NM_004456.4",7,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Oncogene"
"33","FBXW7",55294,"ENST00000281708","NM_033632.3","ENST00000281708","NM_033632.3",7,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","TSG"
"34","FGFR2",2263,"ENST00000358487","NM_000141.4","ENST00000358487","NM_000141.4",7,"Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Oncogene"
"35","FGFR3",2261,"ENST00000260795","NM_000142.4","ENST00000440486","NM_000142.4",7,"Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Oncogene"
"36","FLT3",2322,"ENST00000241453","NM_004119.2","ENST00000241453","NM_004119.2",7,"Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Oncogene"
"37","FOXL2",668,"ENST00000330315","NM_023067.3","ENST00000648323","NM_023067.3",7,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Oncogene"
"38","GATA3",2625,"ENST00000346208","NM_002051.2","ENST00000346208","NM_002051.2",7,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Oncogene"
"39","GNA11",2767,"ENST00000078429","NM_002067.2","ENST00000078429","NM_002067.2",7,"Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Oncogene"
"40","GNAQ",2776,"ENST00000286548","NM_002072.3","ENST00000286548","NM_002072.3",7,"Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Oncogene"
"41","GNAS",2778,"ENST00000371085","NM_000516.4","ENST00000371085","NM_000516.4",7,"Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Oncogene"
"42","HNF1A",6927,"ENST00000257555","NM_000545.5","ENST00000257555","NM_000545.5",7,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","TSG"
"43","HRAS",3265,"ENST00000311189","NM_001130442.1","ENST00000311189","NM_001130442.1",7,"Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Oncogene"
"44","IDH1",3417,"ENST00000345146","NM_005896.2","ENST00000345146","NM_005896.2",7,"Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Oncogene"
"45","IDH2",3418,"ENST00000330062","NM_002168.2","ENST00000330062","NM_002168.2",7,"Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Oncogene"
"46","JAK1",3716,"ENST00000342505","NM_002227.2","ENST00000342505","NM_002227.2",7,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Oncogene"
"47","JAK2",3717,"ENST00000381652","NM_004972.3","ENST00000381652","NM_004972.3",7,"Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Oncogene"
"48","JAK3",3718,"ENST00000458235","NM_000215.3","ENST00000458235","NM_000215.3",7,"Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Oncogene"
"49","KDM5C",8242,"ENST00000375401","NM_004187.3","ENST00000375401","NM_004187.3",7,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","TSG"
"50","KDM6A",7403,"ENST00000377967","NM_021140.2","ENST00000377967","NM_021140.2",7,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","TSG"
"51","KIT",3815,"ENST00000288135","NM_000222.2","ENST00000288135","NM_000222.2",7,"Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Oncogene"
"52","KMT2D",8085,"ENST00000301067","NM_003482.3","ENST00000301067","NM_003482.3",7,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","TSG"
"53","KRAS",3845,"ENST00000311936","NM_004985","ENST00000311936","NM_004985",7,"Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Oncogene"
"54","MAP2K1",5604,"ENST00000307102","NM_002755.3","ENST00000307102","NM_002755.3",7,"Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Oncogene"
"55","MAP3K1",4214,"ENST00000399503","NM_005921.1","ENST00000399503","NM_005921.1",7,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","TSG"
"56","MED12",9968,"ENST00000374080","NM_005120.2","ENST00000374080","NM_005120.2",7,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Oncogene"
"57","MEN1",4221,"ENST00000312049","NM_130799","ENST00000312049","NM_130799",7,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","TSG"
"58","MET",4233,"ENST00000397752","NM_000245.2","ENST00000397752","NM_000245.2",7,"Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Oncogene"
"59","MLH1",4292,"ENST00000231790","NM_000249.3","ENST00000231790","NM_000249.3",7,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","TSG"
"60","MPL",4352,"ENST00000372470","NM_005373.2","ENST00000372470","NM_005373.2",7,"Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Oncogene"
"61","MSH2",4436,"ENST00000233146","NM_000251.2","ENST00000233146","NM_000251.2",7,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","TSG"
"62","MSH6",2956,"ENST00000234420","NM_000179.2","ENST00000234420","NM_000179.2",7,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","TSG"
"63","MYD88",4615,"ENST00000396334","NM_002468.4","ENST00000396334","NM_002468.4",7,"Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Oncogene"
"64","NF1",4763,"ENST00000356175","NM_000267","ENST00000356175","NM_000267",7,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","TSG"
"65","NF2",4771,"ENST00000338641","NM_000268.3","ENST00000338641","NM_000268.3",7,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","TSG"
"66","NFE2L2",4780,"ENST00000397062","NM_006164.4","ENST00000397062","NM_006164.4",7,"Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Oncogene"
"67","NOTCH1",4851,"ENST00000277541","NM_017617.3","ENST00000651671","NM_017617.3",7,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Oncogene"
"68","NOTCH2",4853,"ENST00000256646","NM_024408.3","ENST00000256646","NM_024408.3",7,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Oncogene"
"69","NPM1",4869,"ENST00000296930","NM_002520.6","ENST00000296930","NM_002520.6",7,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","TSG"
"70","NRAS",4893,"ENST00000369535","NM_002524.4","ENST00000369535","NM_002524.4",7,"Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Oncogene"
"71","PAX5",5079,"ENST00000358127","NM_016734.2","ENST00000358127","NM_016734.2",7,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","TSG"
"72","PBRM1",55193,"ENST00000394830","NM_018313.4","ENST00000394830","NM_018313.4",7,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","TSG"
"73","PDGFRA",5156,"ENST00000257290","NM_006206.4","ENST00000257290","NM_006206.4",7,"Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Oncogene"
"74","PIK3CA",5290,"ENST00000263967","NM_006218.2","ENST00000263967","NM_006218.2",7,"Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Oncogene"
"75","PIK3R1",5295,"ENST00000274335","NM_181523.2","ENST00000521381","NM_181523.2",7,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","TSG"
"76","PPP2R1A",5518,"ENST00000322088","NM_014225.5","ENST00000322088","NM_014225.5",7,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","TSG"
"77","PRDM1",639,"ENST00000369096","NM_001198.3","ENST00000369096","NM_001198.3",7,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","TSG"
"78","PTCH1",5727,"ENST00000331920","NM_000264.3","ENST00000331920","NM_000264.3",7,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","TSG"
"79","PTEN",5728,"ENST00000371953","NM_000314.4","ENST00000371953","NM_000314.4",7,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","TSG"
"80","PTPN11",5781,"ENST00000351677","NM_002834.3","ENST00000351677","NM_002834.3",7,"Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Oncogene"
"81","RB1",5925,"ENST00000267163","NM_000321.2","ENST00000267163","NM_000321.2",7,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","TSG"
"82","RET",5979,"ENST00000355710","NM_020975.4","ENST00000355710","NM_020975.4",7,"Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Oncogene"
"83","RNF43",54894,"ENST00000407977","NM_017763.4","ENST00000407977","NM_017763.4",7,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","TSG"
"84","SETD2",29072,"ENST00000409792","NM_014159.6","ENST00000409792","NM_014159.6",7,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","TSG"
"85","SF3B1",23451,"ENST00000335508","NM_012433.2","ENST00000335508","NM_012433.2",7,"Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Oncogene"
"86","SMAD2",4087,"ENST00000262160","NM_001003652.3","ENST00000262160","NM_001003652.3",7,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","TSG"
"87","SMAD4",4089,"ENST00000342988","NM_005359.5","ENST00000342988","NM_005359.5",7,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","TSG"
"88","SMARCA4",6597,"ENST00000358026","NM_001128849","ENST00000450717","NM_001128849",7,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","TSG"
"89","SMARCB1",6598,"ENST00000263121","NM_003073.3","ENST00000618915","NM_003073.3",7,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","TSG"
"90","SMO",6608,"ENST00000249373","NM_005631.4","ENST00000249373","NM_005631.4",7,"Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Oncogene"
"91","SOCS1",8651,"ENST00000332029","NM_003745.1","ENST00000332029","NM_003745.1",7,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","TSG"
"92","SPOP",8405,"ENST00000347630","NM_001007228.1","ENST00000347630","NM_001007228.1",7,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","TSG"
"93","STAG2",10735,"ENST00000218089","NM_001042749.1","ENST00000218089","NM_001042749.1",7,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","TSG"
"94","STK11",6794,"ENST00000326873","NM_000455.4","ENST00000326873","NM_000455.4",7,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","TSG"
"95","TET2",54790,"ENST00000380013","NM_001127208.2","ENST00000380013","NM_001127208.2",7,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","TSG"
"96","TNFAIP3",7128,"ENST00000237289","NM_006290.3","ENST00000237289","NM_006290.3",7,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","TSG"
"97","TP53",7157,"ENST00000269305","NM_000546.5","ENST00000269305","NM_000546.5",7,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","TSG"
"98","TSC1",7248,"ENST00000298552","NM_000368.4","ENST00000298552","NM_000368.4",7,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","TSG"
"99","U2AF1",7307,"ENST00000291552","NM_006758.2","ENST00000291552","NM_006758.2",7,"Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Oncogene"
"100","VHL",7428,"ENST00000256474","NM_000551.3","ENST00000256474","NM_000551.3",7,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","TSG"
"101","WT1",7490,"ENST00000332351","NM_024426.4","ENST00000452863","NM_024426.4",7,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Oncogene"
"102","AKT2",208,"ENST00000392038","NM_001626.4","ENST00000392038","NM_001626.4",6,"Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Oncogene"
"103","ARID2",196528,"ENST00000334344","NM_152641.2","ENST00000334344","NM_152641.2",6,"Yes","No","Yes","Yes","Yes","No","Yes","Yes","Yes","TSG"
"104","ATR",545,"ENST00000350721","NM_001184.3","ENST00000350721","NM_001184.3",6,"Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","TSG"
"105","B2M",567,"ENST00000558401","NM_004048.2","ENST00000559916","NM_004048.2",6,"Yes","No","Yes","Yes","Yes","No","Yes","Yes","Yes","TSG"
"106","BARD1",580,"ENST00000260947","NM_000465.2","ENST00000260947","NM_000465.2",6,"Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","TSG"
"107","BCL6",604,"ENST00000232014","NM_001706.4","ENST00000232014","NM_001706.4",6,"Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Oncogene"
"108","BRD4",23476,"ENST00000263377","NM_058243.2","ENST00000263377","NM_058243.2",6,"Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Oncogene"
"109","BRIP1",83990,"ENST00000259008","NM_032043.2","ENST00000259008","NM_032043.2",6,"Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","TSG"
"110","BTK",695,"ENST00000308731","NM_000061.2","ENST00000308731","NM_000061.2",6,"Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Oncogene"
"111","CALR",811,"ENST00000316448","NM_004343.3","ENST00000316448","NM_004343.3",6,"Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Oncogene"
"112","CASP8",841,"ENST00000358485","NM_001080125.1","ENST00000358485","NM_001080125.1",6,"Yes","No","Yes","Yes","Yes","Yes","No","Yes","Yes","TSG"
"113","CBFB",865,"ENST00000412916","NM_022845.2","ENST00000412916","NM_022845.2",6,"Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","TSG"
"114","CCND1",595,"ENST00000227507","NM_053056.2","ENST00000227507","NM_053056.2",6,"Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Oncogene"
"115","CCND2",894,"ENST00000261254","NM_001759.3","ENST00000261254","NM_001759.3",6,"Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Oncogene"
"116","CCND3",896,"ENST00000372991","NM_001760.3","ENST00000372991","NM_001760.3",6,"Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Oncogene"
"117","CCNE1",898,"ENST00000262643","NM_001238.2","ENST00000262643","NM_001238.2",6,"Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Oncogene"
"118","CD274",29126,"ENST00000381577","NM_014143.3","ENST00000381577","NM_014143.3",6,"Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Oncogene"
"119","CD79A",973,"ENST00000221972","NM_001783.3","ENST00000221972","NM_001783.3",6,"Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Oncogene"
"120","CD79B",974,"ENST00000392795","NM_001039933.1","ENST00000392795","NM_001039933.1",6,"Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Oncogene"
"121","CDK12",51755,"ENST00000447079","NM_016507.2","ENST00000447079","NM_016507.2",6,"Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","TSG"
"122","CDK4",1019,"ENST00000257904","NM_000075.3","ENST00000257904","NM_000075.3",6,"Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Oncogene"
"123","CDK6",1021,"ENST00000265734","NM_001145306.1","ENST00000265734","NM_001145306.1",6,"Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Oncogene"
"124","CDKN1B",1027,"ENST00000228872","NM_004064.3","ENST00000228872","NM_004064.3",6,"Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","TSG"
"125","CDKN2C",1031,"ENST00000262662","NM_078626.2","ENST00000262662","NM_078626.2",6,"Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","TSG"
"126","CHEK2",11200,"ENST00000328354","NM_007194.3","ENST00000404276","NM_007194.3",6,"Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","TSG"
"127","CRLF2",64109,"ENST00000381566","NM_022148.2","ENST00000381566","NM_022148.2",6,"Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Oncogene"
"128","CSF1R",1436,"ENST00000286301","NM_005211.3","ENST00000286301","NM_005211.3",6,"Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","Unkown"
"129","CSF3R",1441,"ENST00000361632","NM_000760.3","ENST00000361632","NM_000760.3",6,"Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Oncogene"
"130","CTCF",10664,"ENST00000264010","NM_006565.3","ENST00000264010","NM_006565.3",6,"Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","TSG"
"131","CXCR4",7852,"ENST00000241393","NM_003467.2","ENST00000241393","NM_003467.2",6,"Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Oncogene"
"132","DDR2",4921,"ENST00000367921","NM_006182.2","ENST00000367921","NM_006182.2",6,"Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Oncogene"
"133","ERBB3",2065,"ENST00000267101","NM_001982.3","ENST00000267101","NM_001982.3",6,"Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Oncogene"
"134","ERBB4",2066,"ENST00000342788","NM_005235.2","ENST00000342788","NM_005235.2",6,"Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Oncogene"
"135","ERG",2078,"ENST00000288319","NM_182918.3","ENST00000288319","NM_182918.3",6,"Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Oncogene"
"136","ESR1",2099,"ENST00000206249","NM_001122740.1","ENST00000206249","NM_001122740.1",6,"Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Oncogene"
"137","ETV6",2120,"ENST00000396373","NM_001987.4","ENST00000396373","NM_001987.4",6,"Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","TSG"
"138","FANCA",2175,"ENST00000389301","NM_000135.2","ENST00000389301","NM_000135.2",6,"Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","TSG"
"139","FANCC",2176,"ENST00000289081","NM_000136.2","ENST00000289081","NM_000136.2",6,"Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","TSG"
"140","FGFR1",2260,"ENST00000425967","NM_001174067.1","ENST00000425967","NM_001174067.1",6,"Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Oncogene"
"141","FGFR4",2264,"ENST00000292408","NM_213647.1","ENST00000292408","NM_213647.1",6,"Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Oncogene"
"142","FLCN",201163,"ENST00000285071","NM_144997.5","ENST00000285071","NM_144997.5",6,"Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","TSG"
"143","FUBP1",8880,"ENST00000370768","NM_003902.3","ENST00000370768","NM_003902.3",6,"Yes","No","Yes","Yes","Yes","Yes","No","Yes","Yes","TSG"
"144","GATA1",2623,"ENST00000376670","NM_002049.3","ENST00000376670","NM_002049.3",6,"Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","Unkown"
"145","GATA2",2624,"ENST00000341105","NM_032638.4","ENST00000341105","NM_032638.4",6,"Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Oncogene"
"146","H3-3A",3020,"ENST00000366813","NM_002107.4","ENST00000366815","NM_002107.4",6,"Yes","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Oncogene"
"147","H3C2",8358,"ENST00000244661","NM_003537.3","ENST00000621411","NM_003537.3",6,"Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","Unkown"
"148","IKZF1",10320,"ENST00000331340","ENST00000331340","ENST00000331340","ENST00000331340",6,"Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","Unkown"
"149","IRF4",3662,"ENST00000380956","NM_002460.3","ENST00000380956","NM_002460.3",6,"Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Oncogene"
"150","JUN",3725,"ENST00000371222","NM_002228.3","ENST00000371222","NM_002228.3",6,"Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Oncogene"
"151","KDM5A",5927,"ENST00000399788","NM_001042603.1","ENST00000399788","NM_001042603.1",6,"Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Oncogene"
"152","KDR",3791,"ENST00000263923","NM_002253.2","ENST00000263923","NM_002253.2",6,"Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Oncogene"
"153","KEAP1",9817,"ENST00000171111","NM_203500.1","ENST00000171111","NM_203500.1",6,"Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","TSG"
"154","KMT2A",4297,"ENST00000534358","NM_001197104.1","ENST00000534358","NM_001197104.1",6,"Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","TSG"
"155","KMT2C",58508,"ENST00000262189","NM_170606.2","ENST00000262189","NM_170606.2",6,"Yes","No","Yes","Yes","Yes","No","Yes","Yes","Yes","TSG"
"156","MAP2K2",5605,"ENST00000262948","NM_030662.3","ENST00000262948","NM_030662.3",6,"Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Oncogene"
"157","MAP2K4",6416,"ENST00000353533","NM_003010.3","ENST00000353533","NM_003010.3",6,"Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","TSG"
"158","MAPK1",5594,"ENST00000215832","NM_002745.4","ENST00000215832","NM_002745.4",6,"Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Oncogene"
"159","MDM2",4193,"ENST00000462284","NM_002392.5","ENST00000258149","NM_002392.5",6,"Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Oncogene"
